Première entrée,Dernière entrée,Nombre d'années,Code ISO3,Territoire
2018,2021,4,grl,Greenland
2018,2021,4,gtm,Guatemala
2018,2021,4,gum,Guam
2018,2021,4,guy,Guyana
2018,2021,4,hkg,Hong Kong
2018,2021,4,hnd,Honduras
2018,2021,4,hrv,Croatia
2018,2021,4,hti,Haiti
2018,2021,4,hun,Hungary
2018,2021,4,idn,Indonesia
2018,2021,4,ind,India
2018,2021,4,iot,British Indian Ocean Territory
2018,2021,4,irl,Ireland
2018,2021,4,irn,Iran
2018,2021,4,irq,Iraq
2018,2021,4,isl,Iceland
2018,2021,4,isr,Israel
2018,2021,4,ita,Italy
2018,2021,4,jam,Jamaica
2018,2021,4,jor,Jordan
2018,2021,4,jpn,Japan
2018,2021,4,kaz,Kazakhstan
2018,2021,4,ken,Kenya
2018,2021,4,kgz,Kyrgyzstan
2018,2021,4,khm,Cambodia
2018,2021,4,kir,Kiribati
2018,2021,4,kna,Saint Kitts and Nevis
2018,2021,4,kor,South Korea
2018,2021,4,kwt,Kuwait
2018,2021,4,lao,Laos
2018,2021,4,lbn,Lebanon
2018,2021,4,lbr,Liberia
2018,2021,4,lby,Libya
2018,2021,4,lca,Saint Lucia
2018,2021,4,lka,Sri Lanka
2018,2021,4,lso,Lesotho
2018,2021,4,ltu,Lithuania
2018,2021,4,lux,Luxembourg
2018,2021,4,lva,Latvia
2018,2021,4,mac,Macau
2018,2021,4,maf,Saint Martin
2018,2021,4,mar,Morocco
2018,2021,4,mda,Moldova
2018,2021,4,mdg,Madagascar
2018,2021,4,mdv,Maldives
2018,2021,4,mex,Mexico
2018,2021,4,mhl,Marshall Islands
2018,2021,4,mkd,Macedonia
2018,2021,4,mli,Mali
2018,2021,4,mlt,Malta
2018,2021,4,mmr,Myanmar
2018,2021,4,mne,Montenegro
2018,2021,4,mng,Mongolia
2018,2021,4,mnp,Northern Mariana Islands
2018,2021,4,moz,Mozambique
2018,2021,4,mrt,Mauritania
2018,2021,4,msr,Montserrat
2018,2021,4,mus,Mauritius
2018,2021,4,mwi,Malawi
2018,2021,4,mys,Malaysia
2018,2021,4,nam,Namibia
2018,2021,4,ncl,New Caledonia
2018,2021,4,ner,Niger
2018,2021,4,nfk,Norfolk Island
2018,2021,4,nga,Nigeria
2018,2021,4,nic,Nicaragua
2018,2021,4,niu,Niue
2018,2021,4,nld,Netherlands
2018,2021,4,nor,Norway
2018,2021,4,npl,Nepal
2018,2021,4,nru,Nauru
2018,2021,4,nzl,New Zealand
2018,2021,4,omn,Oman
2018,2021,4,pak,Pakistan
2018,2021,4,pan,Panama
2018,2021,4,pcn,Pitcairn Islands
2018,2021,4,per,Peru
2018,2021,4,phl,Philippines
2018,2021,4,plw,Palau
2018,2021,4,png,Papua New Guinea
2018,2021,4,pol,Poland
2018,2021,4,prk,North Korea
2018,2021,4,prt,Portugal
2018,2021,4,pry,Paraguay
2018,2021,4,pse,Palestian territory
2018,2021,4,pyf,French Polynesia
2018,2021,4,qat,Qatar
2018,2021,4,rou,Romania
2018,2021,4,rus,Russia
2018,2021,4,rwa,Rwanda
2018,2021,4,sau,Saudi Arabia
2018,2021,4,sdn,Sudan
2018,2021,4,sen,Senegal
2018,2021,4,sgp,Singapore
2018,2021,4,shn,Saint Helena
2018,2021,4,slb,Solomon Islands
2018,2021,4,sle,Sierra Leone
2018,2021,4,slv,El Salvador
2018,2021,4,smr,San Marino
2018,2021,4,som,Somalia
2018,2021,4,spm,Saint Pierre and Miquelon
2018,2021,4,srb,Serbia
2018,2021,4,ssd,South Sudan
2018,2021,4,stp,Sao Tome and Principe
2018,2021,4,sur,Suriname
2018,2021,4,svk,Slovakia
2018,2021,4,svn,Slovenia
2018,2021,4,swe,Sweden
2018,2021,4,swz,Swaziland
2018,2021,4,syc,Seychelles
2018,2021,4,syr,Syria
2018,2021,4,tca,Turks and Caicos Islands
2018,2021,4,tcd,Chad
2018,2021,4,tgo,Togo
2018,2021,4,tha,Thailand
2018,2021,4,tjk,Tajikistan
2018,2021,4,tkl,Tokelau
2018,2021,4,tkm,Turkmenistan
2018,2021,4,tls,Timor-Leste
2018,2021,4,ton,Tonga
2018,2021,4,tto,Trinidad and Tobago
2018,2021,4,tun,Tunisia
2018,2021,4,tur,Turkey
2018,2021,4,tuv,Tuvalu
2018,2021,4,tza,Tanzania
2018,2021,4,uga,Uganda
2018,2021,4,ukr,Ukraine
2018,2021,4,ury,Uruguay
2018,2021,4,usa,United States of America
2018,2021,4,uzb,Uzbekistan
2018,2021,4,vct,Saint Vincent and the Grenadines
2018,2021,4,ven,Venezuela
2018,2021,4,vgb,British Virgin Islands
2018,2021,4,vnm,Vietnam
2018,2021,4,vut,Vanuatu
2018,2021,4,wlf,Wallis and Futuna
2018,2021,4,wsm,Samoa
2018,2021,4,yem,Yemen
2018,2021,4,zaf,South Africa
2018,2021,4,zmb,Zambia
2018,2021,4,zwe,Zimbabwe
