Première entrée,Dernière entrée,Nombre d'années,Code ISO3,Territoire
2003,2021,19,png,Papua New Guinea
2003,2021,19,pol,Poland
2003,2021,19,prk,North Korea
2003,2021,19,prt,Portugal
2003,2021,19,pry,Paraguay
2003,2021,19,pse,Palestian territory
2003,2021,19,pyf,French Polynesia
2003,2021,19,qat,Qatar
2003,2021,19,rou,Romania
2003,2021,19,rus,Russia
2003,2021,19,rwa,Rwanda
2003,2021,19,sau,Saudi Arabia
2003,2021,19,sdn,Sudan
2003,2021,19,sen,Senegal
2003,2021,19,sgp,Singapore
2003,2013,11,sgs,South Georgia South Sandwich Islands
2003,2021,19,shn,Saint Helena
2003,2021,19,slb,Solomon Islands
2003,2021,19,sle,Sierra Leone
2003,2021,19,slv,El Salvador
2003,2021,19,smr,San Marino
2003,2021,19,som,Somalia
2003,2021,19,spm,Saint Pierre and Miquelon
2005,2021,17,srb,Serbia
2012,2021,10,ssd,South Sudan
2003,2021,19,stp,Sao Tome and Principe
2003,2021,19,sur,Suriname
2003,2021,19,svk,Slovakia
2003,2021,19,svn,Slovenia
2003,2021,19,swe,Sweden
2003,2021,19,swz,Swaziland
2003,2021,19,syc,Seychelles
2003,2021,19,syr,Syria
2003,2021,19,tca,Turks and Caicos Islands
2003,2021,19,tcd,Chad
2003,2021,19,tgo,Togo
2003,2021,19,tha,Thailand
2003,2021,19,tjk,Tajikistan
2003,2021,19,tkl,Tokelau
2003,2021,19,tkm,Turkmenistan
2003,2021,19,tls,Timor-Leste
2003,2021,19,ton,Tonga
2003,2021,19,tto,Trinidad and Tobago
2003,2021,19,tun,Tunisia
2003,2021,19,tur,Turkey
2003,2021,19,tuv,Tuvalu
2003,2021,19,tza,Tanzania
2003,2021,19,uga,Uganda
2003,2021,19,ukr,Ukraine
2003,2004,2,umi,United States Minor Outlying Islands
2003,2021,19,ury,Uruguay
2003,2021,19,usa,United States of America
2003,2021,19,uzb,Uzbekistan
2003,2013,11,vat,Holy See (Vatican City)
2003,2021,19,vct,Saint Vincent and the Grenadines
2003,2021,19,ven,Venezuela
2003,2021,19,vgb,British Virgin Islands
2003,2021,19,vnm,Vietnam
2003,2021,19,vut,Vanuatu
2003,2021,19,wlf,Wallis and Futuna
2003,2021,19,wsm,Samoa
2003,2013,11,xxa,Provision of Ships and Aircraft
2003,2014,12,xxb,Central Banks
2003,2013,11,xxc,Unclassified
2003,2013,11,xxd,Unknown
2003,2012,10,xxe,Neutral Zone
2003,2013,11,xxf,Free Zones
2003,2013,11,xxg,Bunkers
2003,2013,11,xxh,Areas
2003,2013,11,xxi,Special Categories
2003,2021,19,yem,Yemen
2003,2005,3,yug,Yugoslavia
2003,2021,19,zaf,South Africa
2003,2021,19,zmb,Zambia
2003,2021,19,zwe,Zimbabwe
