Première entrée,Dernière entrée,Nombre d'années,Code ISO3,Territoire
2013,2021,9,nam,Namibia
2013,2021,9,ncl,New Caledonia
2013,2021,9,ner,Niger
2013,2021,9,nfk,Norfolk Island
2013,2021,9,nga,Nigeria
2013,2021,9,nic,Nicaragua
2013,2021,9,niu,Niue
2013,2021,9,nld,Netherlands
2013,2021,9,nor,Norway
2013,2021,9,npl,Nepal
2013,2021,9,nru,Nauru
2013,2021,9,nzl,New Zealand
2013,2021,9,omn,Oman
2013,2021,9,pak,Pakistan
2013,2021,9,pan,Panama
2013,2021,9,pcn,Pitcairn Islands
2013,2021,9,per,Peru
2013,2021,9,phl,Philippines
2013,2021,9,plw,Palau
2013,2021,9,png,Papua New Guinea
2013,2021,9,pol,Poland
2013,2021,9,prk,North Korea
2013,2021,9,prt,Portugal
2013,2021,9,pry,Paraguay
2013,2021,9,pse,Palestian territory
2013,2021,9,pyf,French Polynesia
2013,2021,9,qat,Qatar
2013,2021,9,rou,Romania
2013,2021,9,rus,Russia
2013,2021,9,rwa,Rwanda
2013,2021,9,sau,Saudi Arabia
2013,2021,9,sdn,Sudan
2013,2021,9,sen,Senegal
2013,2021,9,sgp,Singapore
2013,2021,9,shn,Saint Helena
2013,2021,9,slb,Solomon Islands
2013,2021,9,sle,Sierra Leone
2013,2021,9,slv,El Salvador
2013,2021,9,smr,San Marino
2013,2021,9,som,Somalia
2013,2021,9,spm,Saint Pierre and Miquelon
2013,2021,9,srb,Serbia
2013,2021,9,ssd,South Sudan
2013,2021,9,stp,Sao Tome and Principe
2013,2021,9,sur,Suriname
2013,2021,9,svk,Slovakia
2013,2021,9,svn,Slovenia
2013,2021,9,swe,Sweden
2013,2021,9,swz,Swaziland
2013,2021,9,syc,Seychelles
2013,2021,9,syr,Syria
2013,2021,9,tca,Turks and Caicos Islands
2013,2021,9,tcd,Chad
2013,2021,9,tgo,Togo
2013,2021,9,tha,Thailand
2013,2021,9,tjk,Tajikistan
2013,2021,9,tkl,Tokelau
2013,2021,9,tkm,Turkmenistan
2013,2021,9,tls,Timor-Leste
2013,2021,9,ton,Tonga
2013,2021,9,tto,Trinidad and Tobago
2013,2021,9,tun,Tunisia
2013,2021,9,tur,Turkey
2013,2021,9,tuv,Tuvalu
2013,2021,9,tza,Tanzania
2013,2021,9,uga,Uganda
2013,2021,9,ukr,Ukraine
2013,2021,9,ury,Uruguay
2013,2021,9,usa,United States of America
2013,2021,9,uzb,Uzbekistan
2013,2021,9,vct,Saint Vincent and the Grenadines
2013,2021,9,ven,Venezuela
2013,2021,9,vgb,British Virgin Islands
2013,2021,9,vnm,Vietnam
2013,2021,9,vut,Vanuatu
2013,2021,9,wlf,Wallis and Futuna
2013,2021,9,wsm,Samoa
2013,2021,9,yem,Yemen
2013,2021,9,zaf,South Africa
2013,2021,9,zmb,Zambia
2013,2021,9,zwe,Zimbabwe
