Première entrée,Dernière entrée,Nombre d'années,Code ISO3,Territoire
2008,2021,14,tls,Timor-Leste
2008,2021,14,ton,Tonga
2008,2021,14,tto,Trinidad and Tobago
2008,2021,14,tun,Tunisia
2008,2021,14,tur,Turkey
2008,2021,14,tuv,Tuvalu
2008,2021,14,tza,Tanzania
2008,2021,14,uga,Uganda
2008,2021,14,ukr,Ukraine
2008,2021,14,ury,Uruguay
2008,2021,14,usa,United States of America
2008,2021,14,uzb,Uzbekistan
2008,2012,5,vat,Holy See (Vatican City)
2008,2021,14,vct,Saint Vincent and the Grenadines
2008,2021,14,ven,Venezuela
2008,2021,14,vgb,British Virgin Islands
2008,2021,14,vnm,Vietnam
2008,2021,14,vut,Vanuatu
2008,2021,14,wlf,Wallis and Futuna
2008,2021,14,wsm,Samoa
2008,2012,5,xxa,Provision of Ships and Aircraft
2008,2014,7,xxb,Central Banks
2008,2012,5,xxc,Unclassified
2008,2012,5,xxd,Unknown
2009,2012,3,xxe,Neutral Zone
2008,2012,5,xxf,Free Zones
2008,2012,5,xxg,Bunkers
2008,2012,5,xxh,Areas
2008,2012,5,xxi,Special Categories
2008,2021,14,yem,Yemen
2008,2021,14,zaf,South Africa
2008,2021,14,zmb,Zambia
2008,2021,14,zwe,Zimbabwe
